year,tone,sentiment
2017,0.550964187327824,positive
2017,-1.36363636363636,negative
2017,4.9645390070922,positive
2017,1.64835164835165,positive
2017,4.5045045045045,positive
2017,0.941176470588236,positive
2017,0.436681222707424,positive
2017,1.57303370786517,positive
2017,0.824175824175824,positive
2017,7.85498489425982,positive
2017,5.07399577167019,positive
2017,-7.01754385964912,negative
2017,1.57303370786517,positive
2017,1.80722891566265,positive
2017,2.68199233716475,positive
2017,-0.707547169811321,negative
2017,1.57303370786517,positive
2017,2.69277845777234,positive
2017,3.05084745762712,positive
2017,0.0,neutral
2017,6.31578947368421,positive
2017,1.14942528735632,positive
2017,2.05627705627706,positive
2017,-2.27272727272727,negative
2017,-0.179533213644524,neutral
2017,0.522193211488251,positive
2017,-1.90806591500434,negative
2017,0.626612605971249,positive
2017,0.274725274725275,positive
2017,1.93452380952381,positive
2017,5.05050505050505,positive
2017,4.59183673469388,positive
2017,1.45454545454545,positive
2017,0.775193798449612,positive
2017,0.675675675675676,positive
2017,0.843170320404722,positive
2017,2.75862068965517,positive
2017,0.581395348837209,positive
2017,2.90909090909091,positive
2017,5.08474576271187,positive
2017,0.342319212665811,positive
2017,1.5015015015015,positive
2017,4.739336492891,positive
2017,0.308641975308642,positive
2017,1.22324159021407,positive
2017,2.17654171704958,positive
2017,0.452488687782805,positive
2017,0.900900900900901,positive
2017,1.69491525423729,positive
2017,1.08695652173913,positive
2017,3.91566265060241,positive
2017,-2.87081339712919,negative
2017,4.56989247311828,positive
2017,0.946372239747634,positive
2017,1.00603621730382,positive
2017,1.38888888888889,positive
2017,-0.746268656716418,negative
2017,-1.03626943005181,negative
2017,3.1936127744511,positive
2017,4.36746987951807,positive
2017,-1.16959064327485,negative
2017,0.679501698754247,positive
2017,1.27713920817369,positive
2017,1.38888888888889,positive
2017,-3.00820419325433,negative
2017,2.26244343891403,positive
2017,-1.03806228373702,negative
2017,0.378787878787879,positive
2017,1.01522842639594,positive
2017,-1.01180438448567,negative
2017,1.0989010989011,positive
2017,0.546448087431694,positive
2017,-3.38770388958595,negative
2017,-10.0,negative
2017,4.42477876106195,positive
2017,-3.03030303030303,negative
2017,-0.947867298578199,negative
